householdId;personId;sex;age;license;car_avail;employed
157000164400;1184289300;f;35;yes;always;true
157000178800;796818900;f;31;yes;always;true
157000178800;1311550000;m;32;yes;always;true
157000194000;781109300;m;69;yes;always;true
157000194000;1053577100;f;64;yes;always;true
158000019300;1085391900;f;73;no;never;false
158000019300;1382243400;m;82;no;never;false
158000023800;775420400;m;39;yes;always;true
158000028100;1099827700;f;47;yes;always;true
158000028100;1428390700;f;18;no;never;true
158000028100;1513171600;m;20;yes;always;true
158000042500;964314700;f;18;no;never;true
158000042500;1009023800;m;15;no;never;false
158000042500;1174795700;m;48;yes;always;true
158000042500;1499515200;f;45;no;never;true
158000073700;768332200;m;61;yes;sometimes;true
158000081500;767224100;f;83;yes;always;false
158000081500;1126233100;m;85;yes;always;false
158000088200;1176564700;f;79;yes;always;false
158000088200;1477092300;m;84;yes;always;false
158000091300;1025394500;f;42;yes;sometimes;true
158000091300;1417050000;m;47;yes;always;true
158000091300;1456901600;m;6;no;never;false
158000091300;1587362000;f;4;no;never;false
158000095500;957548400;m;70;yes;always;false
158000105200;1459763600;m;46;yes;always;true
158000150900;1050015000;f;10;no;never;false
158000150900;1172353400;f;33;yes;always;true
158000150900;1314375900;m;52;yes;sometimes;true
158000153000;919075300;f;58;yes;sometimes;false
158000173500;1163681700;f;48;yes;always;true
158000173500;1264044700;f;77;yes;sometimes;false
158000178000;1534913900;f;59;yes;always;true
158000182000;1608519200;f;41;yes;always;true
158000185000;948989400;f;15;no;never;false
158000185000;990187400;f;51;yes;always;true
158000185000;1543849100;m;14;no;never;false
158000191900;1231148200;f;45;yes;always;true
158000191900;1532704200;m;15;no;never;false
158000197400;843856300;f;61;yes;sometimes;true
158000197400;1038856700;m;62;yes;always;true
158000198400;786501600;m;3;no;never;false
158000198400;850620900;f;50;yes;always;true
158000198400;880189700;f;15;no;never;false
158000198400;1221217100;m;52;yes;always;true
158000203000;929107200;m;33;yes;always;true
158000203000;1188521700;m;56;yes;always;true
158000206900;843937300;m;84;no;never;false
158000206900;1139780300;f;86;yes;always;false
158000233900;762708500;m;24;yes;always;true
158000233900;937404400;f;50;no;never;true
158000237000;992420300;f;79;yes;always;false
158000240900;1270220300;m;55;yes;always;true
158000240900;1499080700;f;53;no;never;true
158000254700;850117100;f;63;yes;never;true
158000255300;1208905600;m;50;yes;sometimes;true
158000279900;922901200;f;84;no;never;false
158000280600;1095059200;m;27;yes;sometimes;true
158000295500;765459300;f;51;yes;always;true
158000295500;791957500;m;18;yes;sometimes;true
158000295500;794305300;m;46;yes;always;true
158000295500;1035431900;f;20;no;never;true
158000325800;1132388700;m;90;no;never;false
158000333100;782564400;f;81;yes;always;false
158000362900;1068544900;f;53;yes;always;true
158000362900;1447102900;m;57;yes;sometimes;true
158000363200;912992300;f;13;no;never;false
158000363200;1522299300;m;53;yes;always;true
158000363200;1553310000;f;36;yes;sometimes;true
158000376800;872209700;m;81;yes;always;true
158000376800;936454600;f;73;no;never;false
158000386400;1068447800;m;36;yes;always;true
158000388600;829520800;m;70;yes;always;false
158000388600;1248496700;f;64;yes;always;true
158000394300;1193325500;m;60;yes;always;true
158000394300;1400283100;f;62;yes;always;true
158000398700;1156473500;f;22;yes;always;true
158000398700;1320127000;m;18;yes;always;true
158000398700;1606101200;m;44;no;never;false
158000407400;963746000;f;47;yes;always;true
158000407400;1200833500;m;53;yes;always;true
158000462000;802128100;f;34;yes;always;true
158000462000;988397700;m;37;yes;always;true
158000462000;1304761100;m;1;no;never;false
158000482900;938930400;f;66;no;never;false
158000499800;1033325800;m;41;yes;always;true
158000499800;1569900200;m;15;no;never;false
158000499800;1576320900;f;43;yes;always;true
158000505400;909206900;m;36;yes;sometimes;true
158000505400;970624200;f;0;no;never;false
158000505400;1120159400;f;34;yes;always;true
158000518300;1275781000;f;63;yes;always;true
158000519700;1088185400;m;67;yes;always;false
158000522900;1009396800;m;32;yes;always;true
158000542700;1384247700;m;29;yes;always;true
158000542700;1513554900;f;23;no;never;true
158000547100;1037295600;m;61;no;never;true
158000559200;813562300;f;71;yes;always;false
158000562300;1587683900;m;84;no;never;false
158000568100;824761300;m;22;no;never;false
158000568100;922092300;m;55;yes;always;false
158000568100;1393254300;m;24;yes;always;false
158000568100;1468821400;f;55;yes;always;false
158000577800;1047560600;f;76;yes;always;false
158000598200;1152640200;m;68;yes;always;false
158000598200;1494346200;f;65;no;never;false
158000598500;1367671800;m;64;yes;always;true
158000602100;866819300;f;19;no;never;true
158000602100;1179081400;f;42;yes;always;true
158000602100;1189940900;f;25;yes;always;true
158000602100;1451249200;m;12;no;never;false
158000603200;963619100;m;33;yes;sometimes;true
158000603200;1255084300;f;35;yes;always;true
158000609900;946006100;m;63;yes;always;true
158000609900;1433052500;f;59;yes;sometimes;true
159000006300;1243172200;m;80;no;never;false
159000013100;1407117000;m;79;no;never;false
159000013100;1515571300;f;64;yes;never;false
159000017100;1310149500;m;70;yes;always;false
159000017100;1447922700;f;67;no;never;false
159000058000;1353716400;m;68;yes;always;false
159000058000;1413074000;f;48;yes;always;true
159000074200;815735200;f;54;yes;always;true
159000074200;1343943100;m;21;no;never;false
159000074200;1601822000;m;55;yes;always;true
159000092700;948247300;f;54;yes;sometimes;true
159000092700;1418386300;f;19;no;never;true
159000098400;880740500;f;49;yes;always;false
159000098400;1117897600;f;18;no;never;true
159000098400;1581776800;m;49;yes;always;true
159000136400;1328987000;f;44;yes;sometimes;true
159000158200;886511400;m;29;yes;sometimes;true
159000167700;1365458600;m;55;yes;always;true
159000167701;1365458601;m;55;yes;always;true
159000174200;1328109400;f;75;no;never;false
159000238800;939027100;m;17;no;never;false
159000238800;1139560700;m;19;no;never;true
159000238800;1544645000;f;53;yes;always;true
160000036100;812676600;m;37;yes;always;true
160000036100;957939000;m;6;no;never;false
160000036100;1027880800;f;38;yes;always;false
160000036100;1087983000;m;4;no;never;false
160000053000;856722400;f;70;no;never;false
160000057500;1010692300;f;12;no;never;false
160000057500;1609651800;f;44;yes;always;true
160000073600;949405600;f;77;yes;always;false
160000073600;1117608700;f;82;yes;always;false
160000111000;866277600;m;43;yes;always;true
160000111000;901754800;f;44;no;never;false
160000111000;1436652800;f;7;no;never;false
160000113600;1451910800;f;35;yes;always;true
160000113600;1465919600;f;62;yes;always;true
160000119600;888975400;m;48;yes;always;true
160000119600;971278500;f;43;yes;always;false
160000119600;982495400;f;7;no;never;false
160000125800;815142300;m;54;yes;always;true
160000125800;1576670700;m;22;yes;always;true
160000129800;1356652500;f;81;no;never;false
160000132000;1332598100;m;50;yes;always;true
160000132000;1597134900;f;49;yes;always;false
160000157500;821021900;m;3;no;never;false
160000157500;976144100;m;31;yes;always;true
160000157500;1303395600;f;5;no;never;false
160000157500;1516609800;f;30;yes;always;true
160000159600;1223243300;f;81;no;never;false
160000161200;1205442100;m;40;yes;sometimes;true
160000161200;1218012800;f;38;yes;always;false
160000161200;1425058000;m;4;no;never;false
160000165000;960050700;m;50;yes;always;true
160000172300;1031459200;m;35;yes;sometimes;true
160000172300;1176090000;f;2;no;never;false
160000172300;1514139600;f;39;yes;always;true
160000177800;867295600;f;34;yes;never;true
160000180300;780274000;f;42;yes;sometimes;true
160000180300;866018600;m;41;yes;always;true
160000180300;1608268500;f;7;no;never;false
160000180300;1611697400;m;10;no;never;false
160000199300;1460547500;f;96;no;never;false
161000024100;1030749200;f;35;yes;always;true
161000024100;1199189300;m;44;yes;always;true
161000026600;1212366200;m;11;no;never;false
161000026600;1390877100;f;45;yes;always;false
161000026600;1519963700;m;50;yes;always;true
161000026600;1576967100;m;9;no;never;false
161000027600;1106454000;m;51;yes;always;false
161000027600;1336295800;m;5;no;never;false
161000027600;1562706000;f;48;yes;always;true
161000040400;1382748100;f;56;no;never;true
161000040400;1408424100;m;57;yes;always;true
161000040400;1544395500;f;19;yes;never;true
161000073100;1207835100;f;91;no;never;false
161000074900;1157467000;f;91;no;never;false
161000090300;795136500;f;47;yes;always;true
161000090300;1596263900;m;56;yes;always;true
161000090500;1507773800;f;77;yes;always;false
161000128900;1117974700;m;54;yes;always;true
161000128900;1151787300;f;46;yes;always;true
161000158300;864025700;m;34;yes;always;true
161000158300;1517927900;f;35;yes;always;false
161000158300;1535718000;m;0;no;never;false
161000159500;863057000;m;42;yes;always;true
161000159500;1210763000;f;5;no;never;false
161000167800;1484047400;f;52;yes;never;true
161000167800;1507434400;m;54;yes;always;true
161000167800;1603976400;f;16;no;never;true
161000191200;945278900;f;52;yes;always;true
161000205900;1346564500;f;78;no;never;false
161000206500;1475589200;f;90;no;never;false
161000226400;769664600;f;8;no;never;false
161000226400;1104253500;f;11;no;never;false
161000226400;1429050400;f;47;no;never;true
161000228300;1184681700;f;33;yes;never;true
161000228300;1237583300;m;41;yes;always;true
161000229600;1444100000;f;67;no;never;false
161000229600;1536439600;m;72;yes;always;false
161000239200;1347565700;m;81;yes;always;false
161000252300;761781300;f;19;yes;never;false
161000252300;971988400;f;14;no;never;false
161000252300;1590685500;m;44;yes;always;true
161000252300;1606319900;m;17;no;never;true
161000264500;1429376500;f;50;no;never;true
161000270900;1059783700;f;83;no;never;false
161000277100;1034077500;f;89;yes;always;false
161000282600;1212079300;m;36;yes;always;true
161000285100;1371605600;f;41;yes;always;true
161000305800;815458500;f;21;no;never;true
161000305800;867480300;f;51;no;never;false
161000305800;962900300;m;13;no;never;false
161000305800;1167587800;m;22;yes;always;true
161000305800;1267104700;f;17;no;never;true
161000308300;921056300;m;77;yes;always;false
161000308300;1142542000;f;71;no;never;false
161000322900;1411092200;f;83;no;never;false
161000329800;1012305200;f;41;yes;always;true
161000329800;1108612200;m;4;no;never;false
161000329800;1370805800;f;11;no;never;false
161000371300;986443600;f;32;no;never;false
161000371300;1360851500;m;37;yes;always;true
161000383000;954719300;f;36;yes;always;true
161000383000;1243867100;m;39;no;never;true
161000385100;1444666700;f;70;yes;never;false
161000400700;821323500;m;35;no;never;false
161000400700;1093381500;f;33;yes;always;true
161000402600;1451609700;m;81;yes;always;false
161000404100;999211600;f;74;yes;always;false
161000404100;1265027800;m;73;yes;always;false
161000432600;810747400;m;13;no;never;false
161000432600;951483200;m;11;no;never;false
161000432600;1050084000;m;49;yes;always;false
161000432600;1239140300;f;48;yes;always;true
161000456100;1169528000;m;75;yes;always;false
161000456100;1451619300;f;80;yes;always;false
161000472200;809328100;f;51;yes;always;true
161000472200;1134022100;f;16;no;never;true
161000473600;766096700;m;47;yes;sometimes;true
161000473600;1141715200;f;43;yes;always;true
161000488300;1050630900;m;36;yes;sometimes;true
161000488300;1572766400;f;32;yes;always;true
161000513100;808781300;m;7;no;never;false
161000513100;1241639300;f;47;no;never;false
161000518700;1143917200;m;54;yes;always;true
161000537300;1536616100;m;45;yes;always;true
161000537800;1004724400;m;20;yes;always;true
161000537800;1361411100;f;18;no;never;true
161000537800;1591140200;m;56;yes;never;false
161000537900;770218500;f;17;no;never;true
161000537900;843461900;m;59;yes;always;true
161000537900;902573500;f;20;yes;always;false
161000537900;933585500;f;47;yes;always;true
161000538800;1144602900;m;78;yes;always;false
171000002900;910211400;m;36;yes;always;true
171000002900;957404500;f;34;no;never;false
171000002900;1129439700;f;2;no;never;false
171000026300;1022958200;f;45;yes;always;false
171000026300;1363597200;m;47;yes;always;true
171000038200;919836800;m;81;yes;always;false
171000038200;1226948700;f;75;yes;always;false
171000040400;1198860800;f;63;yes;sometimes;false
171000040400;1319169300;m;65;yes;always;false
171000044100;1242982300;f;85;no;never;false
171000047300;890432600;m;2;no;never;false
171000047300;1199761100;f;28;yes;always;false
171000047300;1416043300;m;28;no;never;false
171000057600;1505775300;f;62;yes;always;true
171000062700;849354800;m;73;yes;always;false
171000062700;1121956500;f;72;yes;always;false
171000064300;941852100;f;49;yes;always;true
171000064300;1374978400;m;50;yes;always;false
171000064500;816454100;m;3;no;never;false
171000064500;1175202200;f;37;yes;sometimes;true
171000064500;1246565000;m;38;yes;always;true
171000064500;1445774200;m;4;no;never;false
171000067600;1546547100;f;45;yes;always;true
171000081900;784833400;m;74;yes;always;false
171000081900;1078572200;f;41;yes;always;false
171000081900;1092881900;m;45;yes;always;true
171000081900;1156395000;f;73;no;never;false
171000084500;1268210100;m;57;yes;always;true
171000084500;1519215100;f;53;yes;always;true
171000092700;872843600;f;61;yes;sometimes;true
171000092700;1154091600;m;69;yes;sometimes;true
171000097400;859062600;m;79;yes;always;false
171000097400;1176302800;m;45;yes;sometimes;false
171000097400;1204080000;f;43;yes;always;true
171000097400;1574836800;f;72;yes;always;false
171000102200;1338233800;m;60;yes;always;false
171000104600;1458820500;m;35;yes;always;true
171000118000;1143314300;m;0;no;never;false
171000118000;1260438400;f;35;yes;always;true
171000118000;1336720300;m;35;yes;always;true
171000118000;1346551000;f;2;no;never;false
171000119400;1132369600;m;55;no;never;true
171000140000;1093532500;f;27;yes;always;true
171000140000;1253143000;f;1;no;never;false
171000140000;1529574600;m;26;yes;always;true
171000140000;1531360900;m;3;no;never;false
171000144300;902435500;m;29;yes;always;true
172000005600;881985100;f;11;no;never;false
172000005600;1427243600;m;55;yes;always;true
172000005600;1467886200;f;13;no;never;false
172000005601;881985101;f;11;no;never;false
172000005601;1467886201;f;13;no;never;false
172000006600;1488512000;m;53;no;never;false
172000006600;1602132400;f;29;no;never;true
172000012900;1491195800;f;92;no;never;false
172000023800;1380764300;m;44;yes;always;true
172000023800;1541775400;f;41;yes;always;true
172000041900;1450842300;m;60;yes;always;true
172000050300;1030625200;m;33;yes;always;true
172000050300;1252368300;f;35;yes;sometimes;false
172000056500;834101000;m;50;yes;always;true
172000056500;965499200;m;15;no;never;true
172000056500;1254364900;f;50;yes;always;true
172000056500;1271725500;m;11;no;never;false
172000065400;1550005800;m;35;yes;always;true
172000067500;1136919000;f;52;yes;always;false
172000067700;930021700;f;51;yes;sometimes;true
172000067700;1604286700;m;54;yes;always;true
172000069600;760356500;m;40;yes;sometimes;true
172000077700;810814800;m;21;yes;always;true
172000077700;1115642200;f;53;yes;sometimes;true
172000077700;1366996000;m;53;yes;always;true
172000095600;1607960200;f;77;no;never;false
172000096400;988498800;m;55;no;never;true
172000096400;1584116300;f;60;yes;always;true
172000101600;896496900;f;32;yes;always;true
172000101600;1238545700;m;31;yes;always;true
172000138200;892742600;f;30;yes;always;true
172000138200;978869600;m;31;yes;always;true
172000138600;1092764300;m;15;no;never;true
172000138600;1300864400;f;43;yes;sometimes;true
172000138600;1356865700;f;18;yes;sometimes;true
172000138700;808023400;m;6;no;never;false
172000138700;868055000;m;34;yes;always;true
172000138700;957456100;f;8;no;never;false
172000143700;875085300;m;38;yes;always;true
172000143700;915796100;f;37;yes;always;true
172000143700;968357500;m;65;yes;always;false
172000143700;1405299000;m;8;no;never;false
172000143700;1430586100;f;64;yes;always;true
172000143700;1583405100;f;5;no;never;false
172000156000;848572700;f;51;yes;always;true
172000156000;963886500;f;19;no;never;true
172000156000;979133500;m;20;no;never;true
172000156000;1340000500;m;50;yes;always;false
172000164000;867420600;f;73;yes;always;false
172000166200;1080467000;f;45;no;never;false
172000166200;1536691400;m;52;yes;always;true
172000170900;1073657800;m;19;yes;always;false
172000170900;1517058200;f;60;no;never;false
172000170900;1559769300;m;76;yes;always;false
172000189900;1425222800;f;71;yes;always;false
172000202600;1102485900;f;71;no;never;false
172000202600;1383438700;m;82;yes;always;false
172000213600;820474200;m;10;no;never;false
172000213600;1079098600;f;35;yes;always;true
172000213600;1102927900;m;38;yes;always;true
172000213600;1602360300;f;15;no;never;false
172000218900;942157400;m;10;no;never;false
172000218900;1119154100;f;43;yes;always;false
172000222200;829863300;f;21;no;never;true
172000222200;1283006900;f;0;no;never;false
172000223200;957791100;f;80;no;never;false
172000228500;821996900;m;40;yes;always;false
172000241000;1192945200;f;42;yes;always;true
172000241000;1609628700;m;14;no;never;false
172000250500;1349423000;f;56;yes;never;true
173000014200;869879700;m;52;yes;sometimes;false
173000014200;1006510600;f;50;yes;always;true
173000014200;1569362800;m;18;yes;always;false
173000018400;1002655300;f;50;no;never;false
173000018400;1100823200;m;51;yes;sometimes;true
173000045000;1500519300;m;49;yes;never;true
173000054900;1301613500;m;47;yes;always;true
173000054900;1523733000;f;44;yes;always;true
173000054900;1565504900;m;14;no;never;false
173000066100;1085370900;f;77;no;never;false
173000066100;1183465600;m;74;yes;always;false
173000090000;1096501200;m;33;yes;always;true
173000111200;897799200;f;47;yes;always;true
173000111200;1240699700;m;49;yes;always;true
173000112600;817404000;m;47;no;never;true
173000112600;1054635200;f;42;yes;always;true
173000112600;1297893900;m;9;no;never;false
173000112600;1335514800;f;12;no;never;false
173000120700;1194672400;f;48;yes;always;true
173000120700;1231431400;m;16;no;never;true
173000130900;939120800;f;19;yes;always;true
173000130900;1200765100;m;50;yes;always;true
173000130900;1278149800;f;48;yes;always;false
173000130900;1515888500;m;21;yes;sometimes;false
174000006500;1329510600;m;64;yes;always;true
174000027500;838574500;f;68;no;never;false
174000029200;1332097300;m;61;yes;always;true
174000029200;1566266000;f;60;yes;always;true
174000037000;788883300;m;10;no;never;false
174000037000;976357800;m;37;no;never;true
174000037000;1098601100;f;6;no;never;false
174000037000;1370262900;m;8;no;never;false
174000037000;1406892900;f;34;no;never;true
174000043900;1215262000;f;51;yes;always;true
174000043900;1348154600;m;52;yes;always;true
174000043900;1476155500;m;19;yes;always;true
174000048100;1204956700;f;72;yes;always;false
174000049600;775682100;m;8;no;never;false
174000049600;785251900;m;11;no;never;false
174000049600;1181540800;f;44;yes;always;true
174000049600;1304490300;m;50;yes;always;true
174000072000;1167040800;f;28;yes;always;true
174000072000;1432402100;m;31;yes;sometimes;true
174000074600;920521100;f;33;yes;always;true
174000075400;1359012800;f;31;yes;sometimes;true
174000113200;882727900;f;66;no;never;false
174000113900;1262026900;m;66;yes;always;false
174000113900;1519774400;f;64;yes;always;true
174000116800;1096769800;f;56;yes;always;true
174000116800;1156996400;m;55;yes;always;true
174000126900;1001204500;f;78;yes;always;false
174000130700;1497050000;f;63;yes;always;false
174000130700;1516867600;m;66;yes;always;false
174000134000;1168435300;m;23;yes;sometimes;false
174000134000;1478600100;m;57;yes;sometimes;false
174000134000;1567983600;f;50;yes;always;true
174000135400;1158522000;m;69;yes;always;false
174000146200;1457547700;m;70;yes;always;false
174000177200;1066555600;f;71;no;never;false
174000189100;1165184000;f;59;yes;always;false
174000190900;795978900;m;30;yes;sometimes;true
174000198600;1118556600;m;84;yes;always;false
174000198600;1419186800;f;76;yes;always;false
174000198601;1118556601;m;84;yes;always;false
174000198601;1419186801;f;76;yes;always;false
174000204400;1254668000;f;75;no;never;false
174000214800;793299400;f;24;yes;always;true
174000222900;1026945100;m;18;yes;sometimes;false
174000222900;1232838200;m;12;no;never;false
174000222900;1408041300;f;44;yes;sometimes;false
174000222900;1616329600;m;44;yes;always;true
174000227400;1172955100;m;33;yes;always;true
174000227400;1438584200;f;27;yes;sometimes;true
174000233300;984679900;m;93;no;never;false
174000241500;1226464200;f;42;yes;always;true
174000253800;864540200;m;19;yes;always;true
174000253800;1007035000;m;48;yes;always;true
174000253800;1366907200;f;38;yes;always;true
174000253800;1500286900;f;25;yes;always;true
174000293900;1158337000;m;41;yes;never;true
174000305900;1281799100;m;71;yes;never;false
174000305900;1374095800;f;57;yes;always;true
174000309800;1106614100;m;7;no;never;false
174000309800;1204079000;m;5;no;never;false
174000309800;1360090100;m;8;no;never;false
174000309800;1455026300;m;35;yes;always;true
174000315800;1447914200;f;63;yes;always;true
174000316100;1326713400;f;7;no;never;false
174000317300;1176844000;m;37;yes;always;true
174000317300;1380294200;f;29;no;never;false
174000317300;1558802900;m;1;no;never;false
174000317700;1428875300;f;40;yes;never;true
174000328300;1120361200;m;61;yes;always;true
174000328300;1595560600;f;53;yes;always;true
174000339400;940736000;f;62;yes;always;true
174000339400;1096411300;m;43;yes;always;true
174000339400;1368065300;m;65;yes;always;false
174000345900;926999600;f;74;yes;never;false
174000345900;1528693400;m;80;yes;always;false
174000348400;1083387300;f;45;yes;always;false
174000348400;1106818000;m;56;yes;always;true
174000351900;770686300;m;76;yes;always;true
174000351900;1400633800;f;46;no;never;false
174000357400;995888700;f;56;yes;always;true
174000357400;1422700000;f;28;yes;never;true
174000370000;1129180100;m;66;yes;always;false
174000404500;1102134500;m;53;yes;always;true
174000404500;1394424000;m;21;yes;always;true
174000417900;1448724900;m;73;yes;always;false
174000417900;1538667000;f;67;yes;always;false
174000422600;923711500;f;57;yes;always;true
174000436000;808093800;f;39;yes;always;true
174000436000;1204890500;m;2;no;never;false
174000436000;1248654800;f;65;no;never;false
174000436000;1299728700;m;46;yes;always;true
174000436000;1415422300;f;5;no;never;false
174000438300;1076654200;m;47;yes;always;true
174000438900;765718600;m;49;no;never;true
174000447300;1613500800;f;55;yes;always;true
174000465000;834614900;f;74;yes;always;true
174000471900;1043910900;m;57;yes;always;true
174000471900;1581495100;f;55;yes;always;false
174000475000;1062443500;m;69;yes;always;false
174000475000;1269920100;f;69;yes;sometimes;false
174000501900;1460911100;m;58;yes;always;true
174000501900;1602346700;f;60;no;never;true
174000506700;938187000;f;65;no;never;false
174000511500;821416300;m;31;yes;never;true
174000514200;1380049700;m;45;yes;always;true
174000529000;829635500;m;28;no;never;false
174000529000;1035942200;f;58;yes;always;true
174000549800;772393600;m;69;no;never;false
174000549800;1405844400;f;57;yes;always;true
174000553100;1160120100;m;23;no;never;false
174000556800;945536300;m;35;yes;always;true
174000556800;976857000;f;34;yes;always;true
174000556800;1152513000;m;0;no;never;false
174000565600;1389777300;f;53;yes;always;true
174000572800;909566100;f;77;yes;always;false
174000595000;1501670400;f;71;no;never;false
174000599400;1353427600;f;79;yes;never;false
174000620100;1451231200;f;56;yes;always;true
174000629500;875523900;f;27;yes;always;true
174000629500;992028000;m;30;yes;always;true
174000629500;1599809200;f;8;no;never;false
174000629900;805776400;f;45;yes;always;false
174000629900;1574843800;m;50;yes;always;true
174000629900;1602154200;f;13;no;never;false
174000634600;1125943400;f;4;no;never;false
174000634600;1179557600;m;39;yes;sometimes;true
174000634600;1456056400;f;38;yes;always;false
174000634600;1485359100;f;2;no;never;false
174000634601;1125943401;f;4;no;never;false
174000634601;1179557601;m;39;yes;always;true
174000634601;1456056401;f;38;yes;always;true
174000634601;1485359101;f;2;no;never;false
174000651900;1286498500;m;23;yes;sometimes;false
174000651900;1357833500;m;21;no;never;false
174000651900;1383499400;f;55;yes;always;false
174000658500;904738900;f;33;yes;always;true
174000658500;1508181200;m;36;yes;never;true
174000658500;1577372900;f;1;no;never;false
174000663400;1478635900;f;71;yes;always;false
174000663600;836103000;m;8;no;never;false
174000663600;1081455400;f;16;no;never;true
174000663600;1348567400;f;37;yes;always;true
174000663600;1360480500;f;14;no;never;false
174000663600;1492693100;m;43;yes;always;true
174000673900;1249671200;f;67;no;never;false
174000673900;1505540200;m;69;yes;always;false
174000710600;764464300;m;49;yes;always;true
174000710600;1371306800;f;48;yes;always;false
174000710600;1581918900;m;9;no;never;false
174000714500;793865300;f;10;no;never;false
174000714500;1151654700;f;44;yes;always;true
174000714500;1432513900;m;13;no;never;false
174000714500;1550290400;m;50;yes;always;true
174000717900;978482200;f;36;yes;always;true
174000717900;1360418100;m;44;yes;always;true
174000717900;1373660500;m;2;no;never;false
174000730200;863537800;m;25;yes;always;true
174000730200;866896900;f;0;no;never;false
174000730200;1595663100;f;23;yes;always;false
175000007000;1289766600;m;0;no;never;false
175000007000;1351735900;f;26;yes;always;true
175000009900;946210000;m;69;yes;always;false
176000007900;834469900;m;14;no;never;false
176000007900;991039600;f;11;no;never;false
176000007900;1507801600;m;46;yes;always;true
176000007900;1528951200;f;45;yes;always;false
176000012900;1064804100;f;9;no;never;false
176000012900;1210953100;m;55;yes;always;true
176000012900;1331614200;f;48;yes;sometimes;true
176000012900;1597945500;m;12;no;never;false
176000023400;1339233700;f;78;no;never;false
176000031900;899025400;m;2;no;never;false
176000031900;1050799300;f;0;no;never;false
176000031900;1188156500;f;33;no;never;false
176000031900;1470389000;m;34;yes;always;true
176000043600;1259630600;m;48;yes;always;true
176000043600;1415135200;m;12;no;never;false
176000072700;1028140200;f;47;yes;always;true
176000072700;1035260200;f;17;no;never;true
176000072700;1569416400;m;52;yes;always;true
176000072700;1578470500;m;15;no;never;false
176000087100;1267777400;f;83;yes;never;false
176000087100;1564842200;m;85;yes;always;false
176000092300;1004340800;f;56;yes;always;true
176000092300;1452050900;m;61;no;never;true
176000100700;1316765300;m;5;no;never;false
176000100700;1549465800;f;35;yes;always;true
176000107200;1337108800;f;58;yes;always;false
176000107200;1351097600;m;57;yes;always;true
176000111000;863450700;m;17;no;never;false
176000111000;1539284500;m;41;yes;sometimes;true
176000111000;1597742500;f;37;yes;always;false
176000115200;1247747300;f;42;yes;always;true
176000115200;1300793700;m;57;yes;always;true
176000121100;1157038300;f;85;no;never;false
176000146400;891529500;f;2;no;never;false
176000146400;1503958100;m;39;yes;always;true
176000147100;1172499700;m;83;no;never;false
176000153900;762808600;f;51;yes;sometimes;true
176000153900;980120800;m;23;yes;always;true
176000153900;1201829800;f;21;no;never;true
176000153900;1418949100;m;51;yes;always;true
176000175100;1057786600;m;66;yes;always;false
176000175100;1172363100;f;63;yes;always;true
176000177500;1220778100;m;43;yes;always;true
176000177500;1473074400;f;34;yes;always;true
176000186900;1195033500;f;69;no;never;false
176000189900;1278940800;f;70;yes;always;false
176000189900;1384616300;m;72;yes;always;true
176000198200;1174141800;f;40;no;never;false
176000198200;1336003500;m;57;yes;always;true
176000200000;780471300;m;20;no;never;true
176000200000;782213700;f;73;no;never;false
176000200000;1088190000;m;77;yes;always;false
176000200000;1533091100;f;19;yes;sometimes;true
176000200000;1594686200;m;47;yes;always;true
176000207300;1600018200;m;35;yes;sometimes;false
177000041000;770644800;f;31;yes;always;true
177000041000;844855100;f;3;no;never;false
177000041000;1177075900;f;3;no;never;false
177000041000;1550835000;m;36;yes;always;true
177000114700;1145658600;f;56;yes;always;true
177000114700;1341509000;m;55;no;never;true
177000115200;1349147100;m;50;yes;always;true
177000143400;759689700;f;57;yes;always;true
177000143400;872932900;f;19;yes;always;false
177000143400;1538114500;m;62;yes;sometimes;true
177000155900;1462030600;f;61;yes;always;false
177000181800;907073500;m;36;yes;always;true
177000181800;1111667800;m;20;no;never;false
177000181800;1505243300;m;8;no;never;false
177000181800;1530600500;f;43;yes;always;true
177000201200;799780100;f;83;yes;always;false
177000205700;1434786100;f;31;yes;sometimes;true
177000205700;1463698500;f;1;no;never;false
177000212100;1292387000;f;24;yes;always;false
177000213600;1526261400;f;62;yes;always;true
177000222200;987223600;f;10;no;never;false
177000222200;1237956400;f;44;no;never;false
177000222200;1369843100;m;43;yes;sometimes;true
177000225400;1215253500;f;95;no;never;false
177000236800;908955300;m;3;no;never;false
177000236800;941863500;m;36;yes;always;true
177000236800;1035985500;m;4;no;never;false
177000236800;1304320000;f;32;no;never;true
177000241700;872016100;m;78;yes;never;false
177000249300;1500970700;f;37;yes;always;true
177000257600;1116182000;f;13;no;never;false
177000257600;1220981700;m;49;yes;always;true
177000264400;1494419600;f;77;yes;always;true
177000291500;831508800;m;41;yes;never;true
177000291500;1262364000;f;41;yes;always;true
177000301900;1178406900;m;37;yes;always;true
177000308100;817859100;f;27;yes;always;true
177000308100;1178877300;f;10;no;never;false
177000308100;1224693800;m;32;yes;always;true
177000308100;1537093300;m;3;no;never;false
177000308101;1224693801;m;32;yes;sometimes;true
177000310000;1126583600;m;45;yes;always;true
177000322100;1001472900;f;6;no;never;false
177000322100;1096516200;f;32;no;never;true
177000322100;1346822500;m;33;yes;sometimes;true
177000326200;1322552700;f;36;yes;always;true
177000326200;1407815300;m;23;yes;always;true
177000367000;1437828200;m;39;yes;always;true
177000377300;908456800;m;30;yes;never;false
